preferred_category,preferred_type,preferred_genre,content_category,content_type,primary_genre,category_match,type_match,genre_overlap_count,genre_overlap_ratio,view_count,log_views,days_since_publish,freshness_score,label
SERIES,SERIES,Drama,MOVIE,FILM,Comedy,0.0,0.0,0,0.0,234.0,5.459585514144159,233,0.741111111111111,0.10495741065933417
DOCUMENTARY,DOCUMENTARY,History,MOVIE,FILM,Drama,0.0,0.0,0,0.0,1736.0,7.459914766241105,718,0.2022222222222222,0.04104958203605946
MOVIE,FILM,Comedy,MOVIE,FILM,Sci-Fi,1.0,1.0,0,0.0,4133.0,8.327000740241713,29,0.9677777777777777,0.7869753312584266
MOVIE,FILM,,SERIES,SERIES,Drama,0.0,0.0,0,0.0,1583.0,7.367708572374371,834,0.07333333333333336,0.05294139791995672
SERIES,SERIES,Drama,SERIES,SERIES,Comedy,1.0,1.0,0,0.0,64.0,4.174387269895637,104,0.8844444444444445,0.7730699565149716
MOVIE,FILM,,SERIES,SERIES,Action,0.0,0.0,2,1.0,,8.509967146324497,765,0.15000000000000002,0.29831910932254385
SERIES,SERIES,Drama,,DOCUMENTARY,History,0.0,0.0,0,0.0,1593.0,7.374001859350161,94,0.8955555555555555,0.08559482620105238
DOCUMENTARY,DOCUMENTARY,History,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,1551.0,7.347299700743164,869,0.0344444444444445,0.6150543338037109
MOVIE,FILM,Comedy,MOVIE,FILM,Action,1.0,1.0,0,0.0,3857.0,8.257904193465674,297,0.6699999999999999,0.7732296343823405
MOVIE,FILM,Sci-Fi,MOVIE,FILM,Comedy,1.0,1.0,0,0.0,680.0,6.523562306149512,73,0.9188888888888889,0.7925924707619413
SERIES,SERIES,Drama,MOVIE,FILM,Drama,0.0,0.0,1,0.5,2606.0,7.865955413933502,283,0.6855555555555555,0.21812978099678196
MOVIE,FILM,,MOVIE,FILM,Sci-Fi,1.0,1.0,1,0.5,1774.0,7.4815557019095165,519,0.42333333333333334,0.8040890723744072
SERIES,SERIES,Drama,SERIES,SERIES,Drama,1.0,1.0,2,1.0,,6.643789733147672,855,0.050000000000000044,0.9383712831368114
DOCUMENTARY,DOCUMENTARY,,SERIES,SERIES,Comedy,0.0,0.0,0,0.0,601.0,6.400257445308821,568,0.36888888888888893,0.03212310707340124
MOVIE,FILM,Comedy,SERIES,SERIES,Action,1.0,1.0,0,0.0,401.0,5.996452088619021,334,0.6288888888888888,0.6826979764918544
MOVIE,FILM,Sci-Fi,DOCUMENTARY,DOCUMENTARY,History,1.0,1.0,1,0.5,4006.0,8.295798110636145,260,0.7111111111111111,0.867281128776832
SERIES,SERIES,,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,4543.0,8.421562960400987,606,0.32666666666666666,0.6782576816937723
MOVIE,FILM,Action,MOVIE,FILM,Action,1.0,1.0,2,1.0,2182.0,7.688455356549944,592,0.3422222222222222,0.9282394789163978
SERIES,SERIES,Drama,MOVIE,FILM,Comedy,0.0,0.0,0,0.0,4040.0,8.304247465078474,697,0.2255555555555555,0.054560035111280054
DOCUMENTARY,DOCUMENTARY,History,MOVIE,FILM,Drama,0.0,0.0,0,0.0,,7.005789019253503,516,0.42666666666666664,0.08393074321620579
MOVIE,FILM,Comedy,MOVIE,FILM,Sci-Fi,1.0,1.0,0,0.0,2322.0,7.750614732770409,687,0.2366666666666667,0.720338299096169
MOVIE,FILM,Sci-Fi,SERIES,SERIES,Drama,0.0,0.0,0,0.0,1769.0,7.478734825567875,587,0.34777777777777774,0.07073414643179847
SERIES,SERIES,Drama,SERIES,SERIES,Comedy,1.0,1.0,0,0.0,,,43,0.9522222222222222,
MOVIE,FILM,Action,,SERIES,Action,0.0,0.0,2,1.0,3457.0,8.148445666243235,842,0.06444444444444442,0.22115459548570593
SERIES,SERIES,Drama,DOCUMENTARY,DOCUMENTARY,History,0.0,0.0,0,0.0,619.0,6.429719478039138,768,0.1466666666666666,0.0417816456222704
DOCUMENTARY,DOCUMENTARY,History,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,233.0,5.455321115357702,895,0.005555555555555536,0.6195045190705815
MOVIE,FILM,,MOVIE,FILM,Action,1.0,1.0,0,0.0,763.0,6.638567789166521,110,0.8777777777777778,0.700718131694698
MOVIE,FILM,Sci-Fi,,FILM,Comedy,1.0,1.0,0,0.0,1375.0,7.226936018493289,584,0.35111111111111115,0.6608862557409967
SERIES,SERIES,Drama,,FILM,Drama,0.0,0.0,1,0.5,,7.864419904994565,730,0.18888888888888888,0.16381816302339594
MOVIE,FILM,Action,,FILM,Sci-Fi,1.0,1.0,1,0.5,2323.0,7.751045117971802,78,0.9133333333333333,0.8932594990172219
SERIES,SERIES,Drama,SERIES,SERIES,Drama,1.0,1.0,2,1.0,1064.0,6.970730078143525,798,0.11333333333333329,0.8625225743706733
DOCUMENTARY,DOCUMENTARY,History,SERIES,SERIES,Comedy,0.0,0.0,0,0.0,3372.0,8.12355783506165,362,0.5977777777777777,0.09680142404477318
MOVIE,FILM,Comedy,SERIES,SERIES,Action,1.0,1.0,0,0.0,2354.0,7.764296006450518,378,0.5800000000000001,0.697982899250884
MOVIE,FILM,Sci-Fi,DOCUMENTARY,DOCUMENTARY,History,1.0,1.0,1,0.5,1192.0,7.084226422097916,35,0.9611111111111111,0.857766369045132
SERIES,SERIES,Drama,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,3140.0,8.052296499538647,64,0.9288888888888889,0.7787596080904211
MOVIE,FILM,Action,,FILM,Action,1.0,1.0,2,1.0,4645.0,8.443761913330354,381,0.5766666666666667,0.9713379605026973
SERIES,SERIES,,MOVIE,FILM,Comedy,0.0,0.0,0,0.0,1144.0,7.0431599159883405,206,0.7711111111111111,0.14853598729434161
DOCUMENTARY,DOCUMENTARY,History,MOVIE,FILM,Drama,0.0,0.0,0,0.0,967.0,6.875232087276577,414,0.54,0.07992141667706555
MOVIE,FILM,Comedy,MOVIE,FILM,Sci-Fi,1.0,1.0,0,0.0,2603.0,7.86480400332846,666,0.26,0.6600764061091166
MOVIE,FILM,Sci-Fi,SERIES,SERIES,Drama,0.0,0.0,0,0.0,1784.0,7.487173694213739,496,0.4488888888888889,0.07144945191231275
SERIES,SERIES,Drama,,SERIES,Comedy,0.0,1.0,0,0.0,2531.0,7.836764783264067,856,0.04888888888888887,0.32699385833042144
MOVIE,FILM,Action,SERIES,SERIES,Action,0.0,0.0,2,1.0,2559.0,7.847762537473608,404,0.5511111111111111,0.3352872564757163
SERIES,SERIES,Drama,DOCUMENTARY,DOCUMENTARY,History,0.0,0.0,0,0.0,381.0,5.945420608606575,351,0.61,0.054892449426806
DOCUMENTARY,DOCUMENTARY,History,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,514.0,6.244166900663736,695,0.22777777777777775,0.6732443241184529
MOVIE,FILM,Comedy,MOVIE,FILM,Action,1.0,1.0,0,0.0,1401.0,7.2456550675945355,636,0.29333333333333333,0.6883830946490319
MOVIE,FILM,Sci-Fi,MOVIE,FILM,Comedy,1.0,1.0,0,0.0,2387.0,7.778211474512493,415,0.5388888888888889,0.7839829387905177
SERIES,SERIES,Drama,MOVIE,FILM,Drama,0.0,0.0,1,0.5,2670.0,7.890208213109961,385,0.5722222222222222,0.2685951526189388
MOVIE,FILM,Action,MOVIE,FILM,Sci-Fi,1.0,1.0,1,0.5,1424.0,7.261927092702751,508,0.4355555555555556,0.7902334865619144
SERIES,SERIES,Drama,SERIES,SERIES,Drama,1.0,1.0,2,1.0,2646.0,7.881182202227102,685,0.23888888888888893,0.9102948644967563
DOCUMENTARY,DOCUMENTARY,,,SERIES,Comedy,0.0,0.0,0,0.0,4690.0,8.453401058328458,246,0.7266666666666667,0.0663340779819053
MOVIE,FILM,Comedy,,SERIES,Action,1.0,1.0,0,0.0,3339.0,8.113726085970747,874,0.028888888888888853,0.641228683296521
MOVIE,FILM,Sci-Fi,DOCUMENTARY,DOCUMENTARY,History,1.0,1.0,1,0.5,,,218,0.7577777777777778,
SERIES,SERIES,Drama,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,1795.0,7.493317248862145,35,0.9611111111111111,0.7855903519549233
MOVIE,FILM,Action,MOVIE,FILM,Action,1.0,1.0,2,1.0,1354.0,7.2115567333138015,85,0.9055555555555556,0.9607344036824198
SERIES,SERIES,,MOVIE,FILM,Comedy,0.0,0.0,0,0.0,,7.895808377083183,43,0.9522222222222222,0.11069031069611358
DOCUMENTARY,DOCUMENTARY,History,MOVIE,FILM,Drama,0.0,0.0,0,0.0,498.0,6.212606095751519,132,0.8533333333333333,0.04852624508895821
MOVIE,FILM,Comedy,MOVIE,FILM,Sci-Fi,1.0,1.0,0,0.0,1229.0,7.114769448366463,582,0.3533333333333334,0.6820745532652817
MOVIE,FILM,Sci-Fi,,SERIES,Drama,0.0,0.0,0,0.0,117.0,4.770684624465665,434,0.5177777777777778,0.04110838819739385
SERIES,SERIES,Drama,SERIES,SERIES,Comedy,1.0,1.0,0,0.0,3613.0,8.192570471152173,150,0.8333333333333334,0.7238615748285832
MOVIE,FILM,Action,SERIES,SERIES,Action,0.0,0.0,2,1.0,1119.0,7.02108396428914,464,0.48444444444444446,0.2933434387184797
SERIES,SERIES,Drama,DOCUMENTARY,DOCUMENTARY,History,0.0,0.0,0,0.0,4868.0,8.4906438561827,722,0.19777777777777783,0.05468609606656863
DOCUMENTARY,DOCUMENTARY,History,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,3991.0,8.292047637431354,401,0.5544444444444445,0.6595661377589961
MOVIE,FILM,Comedy,MOVIE,FILM,Action,1.0,1.0,0,0.0,3774.0,8.236155661683124,690,0.23333333333333328,0.6359271122457509
MOVIE,FILM,Sci-Fi,MOVIE,FILM,Comedy,1.0,1.0,0,0.0,4252.0,8.355379895253634,526,0.41555555555555557,0.7625679906730874
SERIES,SERIES,Drama,MOVIE,FILM,Drama,0.0,0.0,1,0.5,2474.0,7.813995675002791,31,0.9655555555555555,0.21266174778401367
MOVIE,FILM,Action,MOVIE,FILM,Sci-Fi,1.0,1.0,1,0.5,4735.0,8.462948176563842,408,0.5466666666666666,0.799376202319978
SERIES,SERIES,Drama,SERIES,SERIES,Drama,1.0,1.0,2,1.0,421.0,6.045005314036012,802,0.10888888888888892,0.952862985023133
DOCUMENTARY,DOCUMENTARY,,SERIES,SERIES,Comedy,0.0,0.0,0,0.0,2250.0,7.719129840906732,617,0.3144444444444444,0.15290370325901992
MOVIE,FILM,Comedy,SERIES,SERIES,Action,1.0,1.0,0,0.0,979.0,6.887552571664617,298,0.6688888888888889,0.6823532347870827
MOVIE,FILM,Sci-Fi,DOCUMENTARY,DOCUMENTARY,History,1.0,1.0,1,0.5,2979.0,7.9996785794994505,517,0.4255555555555556,0.8070622138719123
SERIES,SERIES,Drama,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,2310.0,7.745435610274381,335,0.6277777777777778,0.7274486025738793
MOVIE,FILM,Action,MOVIE,FILM,Action,1.0,1.0,2,1.0,3496.0,8.159660737063376,167,0.8144444444444444,1.0
SERIES,SERIES,,MOVIE,FILM,Comedy,0.0,0.0,0,0.0,3946.0,8.280711075662847,481,0.4655555555555555,0.05375300353898775
DOCUMENTARY,DOCUMENTARY,History,MOVIE,FILM,Drama,0.0,0.0,0,0.0,2742.0,7.916807490937603,898,0.0022222222222222365,0.028049697914792723
MOVIE,FILM,Comedy,,FILM,Sci-Fi,0.0,1.0,0,0.0,1903.0,7.55171221535131,557,0.38111111111111107,0.37499440379452487
MOVIE,FILM,Sci-Fi,SERIES,SERIES,Drama,0.0,0.0,0,0.0,2329.0,7.753623546559746,155,0.8277777777777777,0.13028130910759744
SERIES,SERIES,,SERIES,SERIES,Comedy,1.0,1.0,0,0.0,472.0,6.159095388491933,322,0.6422222222222222,0.7003112973675057
MOVIE,FILM,Action,SERIES,SERIES,Action,0.0,0.0,2,1.0,1014.0,6.922643891475888,690,0.23333333333333328,0.29008595058218933
SERIES,SERIES,Drama,DOCUMENTARY,DOCUMENTARY,History,0.0,0.0,0,0.0,4593.0,8.432506383249043,170,0.8111111111111111,0.07734204300778519
DOCUMENTARY,DOCUMENTARY,History,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,4324.0,8.37216741936598,363,0.5966666666666667,0.7097310873223868
MOVIE,FILM,Comedy,MOVIE,FILM,Action,1.0,1.0,0,0.0,,,650,0.2777777777777778,
MOVIE,FILM,Sci-Fi,MOVIE,FILM,Comedy,1.0,1.0,0,0.0,4063.0,8.309922989258318,587,0.34777777777777774,0.6986758655299359
SERIES,SERIES,Drama,MOVIE,FILM,Drama,0.0,0.0,1,0.5,181.0,5.204006687076795,871,0.03222222222222226,0.12969132426688196
MOVIE,FILM,Action,MOVIE,FILM,Sci-Fi,1.0,1.0,1,0.5,2293.0,7.738052297689316,780,0.1333333333333333,0.8018708325549734
SERIES,SERIES,Drama,SERIES,SERIES,Drama,1.0,1.0,2,1.0,4017.0,8.29853954537488,890,0.011111111111111072,0.9283749836251499
DOCUMENTARY,DOCUMENTARY,,SERIES,SERIES,Comedy,0.0,0.0,0,0.0,4122.0,8.3243363327069,135,0.85,0.1266599301976402
MOVIE,FILM,Comedy,SERIES,SERIES,Action,1.0,1.0,0,0.0,4173.0,8.336630087637147,211,0.7655555555555555,0.7441599370859191
MOVIE,FILM,Sci-Fi,DOCUMENTARY,DOCUMENTARY,History,1.0,1.0,1,0.5,615.0,6.423246963533519,787,0.12555555555555553,0.7826979802652628
SERIES,SERIES,Drama,,DOCUMENTARY,Science,1.0,1.0,0,0.0,1499.0,7.313220387090301,148,0.8355555555555556,0.7360612890686995
MOVIE,FILM,Action,MOVIE,FILM,Action,1.0,1.0,2,1.0,4008.0,8.296297112642508,540,0.4,0.9152256906054592
SERIES,SERIES,Drama,MOVIE,FILM,Comedy,0.0,0.0,0,0.0,4567.0,8.426830751335846,594,0.33999999999999997,0.08094740896724743
DOCUMENTARY,DOCUMENTARY,History,,FILM,Drama,0.0,0.0,0,0.0,4206.0,8.344505083590521,454,0.4955555555555555,0.08372364686355319
MOVIE,FILM,Comedy,MOVIE,FILM,Sci-Fi,1.0,1.0,0,0.0,2029.0,7.615791072035833,797,0.11444444444444446,0.7280874540325217
MOVIE,FILM,Sci-Fi,SERIES,SERIES,Drama,0.0,0.0,0,0.0,2242.0,7.715569534520208,544,0.39555555555555555,0.12104762278323597
,SERIES,Drama,,SERIES,Comedy,1.0,1.0,0,0.0,1914.0,7.557472901614746,185,0.7944444444444445,0.7446086094727606
MOVIE,FILM,,SERIES,SERIES,Action,0.0,0.0,0,0.0,2444.0,7.801800401908973,303,0.6633333333333333,0.07811628549541909
,SERIES,Drama,DOCUMENTARY,DOCUMENTARY,History,0.0,0.0,0,0.0,1373.0,7.2254814727822945,369,0.5900000000000001,0.05774090683064101
DOCUMENTARY,DOCUMENTARY,History,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,2932.0,7.983781068977451,540,0.4,0.7312177600103437
MOVIE,FILM,Comedy,MOVIE,FILM,Action,1.0,1.0,0,0.0,1927.0,7.564238475170491,111,0.8766666666666667,0.7491679810885052
MOVIE,FILM,,MOVIE,FILM,Comedy,1.0,1.0,0,0.0,3964.0,8.285261134068948,316,0.6488888888888888,0.7361165738087215
,SERIES,Drama,MOVIE,FILM,Drama,0.0,0.0,1,0.5,3783.0,8.238536930171769,483,0.4633333333333334,0.15061147341375986
MOVIE,FILM,Action,MOVIE,FILM,Sci-Fi,1.0,1.0,1,0.5,,5.799092654460526,728,0.19111111111111112,0.8127080106887923
SERIES,SERIES,Drama,SERIES,SERIES,Drama,1.0,1.0,2,1.0,4419.0,8.393894975071744,528,0.41333333333333333,0.9522721433689721
DOCUMENTARY,DOCUMENTARY,History,SERIES,SERIES,Comedy,0.0,0.0,0,0.0,2478.0,7.8156105320351905,137,0.8477777777777777,0.08620090405438874
MOVIE,FILM,Comedy,SERIES,SERIES,Action,1.0,1.0,0,0.0,1413.0,7.254177846456518,785,0.12777777777777777,0.6508728239829751
MOVIE,FILM,Sci-Fi,DOCUMENTARY,DOCUMENTARY,History,1.0,1.0,1,0.5,3422.0,8.138272638530186,574,0.3622222222222222,0.8203038389686077
SERIES,SERIES,Drama,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,,7.7488913372555315,62,0.9311111111111111,0.7491246321162676
MOVIE,FILM,Action,MOVIE,FILM,Action,1.0,1.0,2,1.0,3795.0,8.241703159729818,253,0.7188888888888889,0.9597535451358038
SERIES,SERIES,Drama,,FILM,Comedy,0.0,0.0,0,0.0,481.0,6.1779441140506,288,0.6799999999999999,0.09235288135380161
,DOCUMENTARY,History,MOVIE,FILM,Drama,0.0,0.0,0,0.0,,,732,0.18666666666666665,
MOVIE,FILM,Comedy,MOVIE,FILM,Sci-Fi,1.0,1.0,0,0.0,3275.0,8.09437844497296,420,0.5333333333333333,0.7138852240073984
MOVIE,FILM,Sci-Fi,SERIES,SERIES,Drama,0.0,0.0,0,0.0,3141.0,8.052614818815567,502,0.4422222222222222,0.12415638060675277
SERIES,SERIES,Drama,SERIES,SERIES,Comedy,1.0,1.0,0,0.0,380.0,5.942799375126701,551,0.3877777777777778,0.6081904662170687
,FILM,Action,SERIES,SERIES,Action,0.0,0.0,2,1.0,1122.0,7.023758954738443,98,0.8911111111111111,0.3532223096413248
SERIES,SERIES,Drama,DOCUMENTARY,DOCUMENTARY,History,0.0,0.0,0,0.0,2077.0,7.639161171659173,418,0.5355555555555556,0.09280275562632528
DOCUMENTARY,DOCUMENTARY,History,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,2420.0,7.791935956938058,185,0.7944444444444445,0.7429550906103378
MOVIE,FILM,Comedy,MOVIE,FILM,Action,1.0,1.0,0,0.0,4364.0,8.381373468273702,86,0.9044444444444444,0.736537555752689
MOVIE,FILM,Sci-Fi,MOVIE,FILM,Comedy,1.0,1.0,0,0.0,4047.0,8.305978210967302,610,0.3222222222222222,0.6364360274632751
SERIES,SERIES,,MOVIE,FILM,Drama,0.0,0.0,0,0.0,2703.0,7.902487437162855,893,0.007777777777777772,0.04573980867659153
MOVIE,FILM,Action,MOVIE,FILM,Sci-Fi,1.0,1.0,1,0.5,3620.0,8.19450550976564,249,0.7233333333333334,0.9005738642461063
SERIES,SERIES,Drama,SERIES,SERIES,Drama,1.0,1.0,2,1.0,4513.0,8.414938957377482,261,0.71,0.9223838865519715
DOCUMENTARY,DOCUMENTARY,History,SERIES,SERIES,Comedy,0.0,0.0,0,0.0,3181.0,8.065265208897733,445,0.5055555555555555,0.11231601911715779
MOVIE,FILM,Comedy,SERIES,SERIES,Action,1.0,1.0,0,0.0,2230.0,7.7102051944325325,200,0.7777777777777778,0.7221895997260135
MOVIE,FILM,Sci-Fi,DOCUMENTARY,DOCUMENTARY,History,1.0,1.0,1,0.5,2462.0,7.809135398120538,187,0.7922222222222222,0.8520897602834482
SERIES,SERIES,Drama,,DOCUMENTARY,Science,1.0,1.0,0,0.0,4236.0,8.351610750626559,838,0.06888888888888889,0.6324202035705553
MOVIE,FILM,Action,,FILM,Action,0.0,1.0,2,1.0,478.0,6.171700597410915,895,0.005555555555555536,0.5379516508178167
SERIES,SERIES,Drama,MOVIE,FILM,Comedy,0.0,0.0,0,0.0,4038.0,8.303752415563412,515,0.4277777777777778,0.11868468191013948
DOCUMENTARY,DOCUMENTARY,History,MOVIE,FILM,Drama,0.0,0.0,0,0.0,1041.0,6.948897222313312,85,0.9055555555555556,0.1389192004699126
MOVIE,FILM,Comedy,,FILM,Sci-Fi,1.0,1.0,0,0.0,2944.0,7.987864096085687,745,0.17222222222222228,0.724693188589346
MOVIE,FILM,Sci-Fi,SERIES,SERIES,Drama,0.0,0.0,0,0.0,3978.0,8.288785810426928,309,0.6566666666666667,0.1378280713823394
SERIES,SERIES,Drama,SERIES,SERIES,Comedy,1.0,1.0,0,0.0,1519.0,7.326465613840322,291,0.6766666666666667,0.7334013364293999
MOVIE,FILM,Action,SERIES,SERIES,Action,0.0,0.0,2,1.0,1151.0,7.049254841255837,255,0.7166666666666667,0.395314723968393
SERIES,SERIES,,,DOCUMENTARY,History,0.0,0.0,0,0.0,2043.0,7.622663951323595,830,0.07777777777777772,0.054826078990253824
DOCUMENTARY,DOCUMENTARY,History,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,4938.0,8.504918160540624,444,0.5066666666666666,0.733305948239648
MOVIE,FILM,Comedy,MOVIE,FILM,Action,1.0,1.0,0,0.0,2502.0,7.8252452914317745,274,0.6955555555555555,0.7154372949114334
MOVIE,FILM,Sci-Fi,MOVIE,FILM,Comedy,1.0,1.0,0,0.0,,8.003028666384733,187,0.7922222222222222,0.7367876129930417
SERIES,SERIES,Drama,MOVIE,FILM,Drama,0.0,0.0,1,0.5,2438.0,7.79934339821592,94,0.8955555555555555,0.22329658929306245
,FILM,Action,MOVIE,FILM,Sci-Fi,1.0,1.0,1,0.5,1202.0,7.0925737159746784,298,0.6688888888888889,0.868098956775511
SERIES,SERIES,Drama,SERIES,SERIES,Drama,1.0,1.0,2,1.0,,,645,0.2833333333333333,
DOCUMENTARY,DOCUMENTARY,History,SERIES,SERIES,Comedy,0.0,0.0,0,0.0,1777.0,7.48324441607385,429,0.5233333333333333,0.1090627076773025
MOVIE,FILM,Comedy,SERIES,SERIES,Action,1.0,1.0,0,0.0,,7.787796878181171,653,0.2744444444444445,0.6763373432889839
MOVIE,FILM,,DOCUMENTARY,DOCUMENTARY,History,1.0,1.0,0,0.0,3810.0,8.24564690087386,58,0.9355555555555556,0.7853402879190147
SERIES,SERIES,,,DOCUMENTARY,Science,0.0,1.0,0,0.0,1646.0,7.4067107301776405,877,0.025555555555555554,0.33800033957383846
MOVIE,FILM,Action,MOVIE,FILM,Action,1.0,1.0,2,1.0,3057.0,8.025516386489008,174,0.8066666666666666,1.0
SERIES,SERIES,Drama,MOVIE,FILM,Comedy,0.0,0.0,0,0.0,1794.0,7.492760300922379,869,0.0344444444444445,0.05866884207159215
DOCUMENTARY,DOCUMENTARY,History,MOVIE,FILM,Drama,0.0,0.0,0,0.0,1026.0,6.934397209928558,451,0.49888888888888894,0.03354722437452971
MOVIE,FILM,Comedy,MOVIE,FILM,Sci-Fi,1.0,1.0,0,0.0,1772.0,7.480428306074208,606,0.32666666666666666,0.6839044195067171
MOVIE,FILM,Sci-Fi,SERIES,SERIES,Drama,0.0,0.0,0,0.0,,6.744059186311348,840,0.06666666666666665,0.0014800472724281755
SERIES,SERIES,Drama,SERIES,SERIES,Comedy,1.0,1.0,0,0.0,2143.0,7.670428522190693,475,0.4722222222222222,0.6857646203831927
MOVIE,FILM,Action,SERIES,SERIES,Action,0.0,0.0,2,1.0,2496.0,7.822845290279774,732,0.18666666666666665,0.3387717209551006
SERIES,SERIES,Drama,DOCUMENTARY,DOCUMENTARY,History,0.0,0.0,0,0.0,570.0,6.3473892096560105,863,0.0411111111111111,0.05144774414762425
DOCUMENTARY,DOCUMENTARY,History,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,2606.0,7.865955413933502,721,0.1988888888888889,0.653880777871231
MOVIE,FILM,Comedy,MOVIE,FILM,Action,1.0,1.0,0,0.0,1621.0,7.3914152346753585,310,0.6555555555555556,0.6879947689386786
MOVIE,FILM,Sci-Fi,MOVIE,FILM,Comedy,1.0,1.0,0,0.0,3440.0,8.14351740579748,763,0.15222222222222226,0.6723990957009434
SERIES,SERIES,Drama,,FILM,Drama,0.0,0.0,1,0.5,2471.0,7.812782818577581,707,0.21444444444444444,0.13967111915668873
MOVIE,FILM,Action,MOVIE,FILM,Sci-Fi,1.0,1.0,1,0.5,4318.0,8.3707791729607,177,0.8033333333333333,0.8374025880023725
SERIES,SERIES,Drama,SERIES,SERIES,Drama,1.0,1.0,2,1.0,3472.0,8.152774052744075,24,0.9733333333333334,1.0
,DOCUMENTARY,History,SERIES,SERIES,Comedy,0.0,0.0,0,0.0,457.0,6.126869184114185,562,0.37555555555555553,0.09944544634593061
MOVIE,FILM,Comedy,SERIES,SERIES,Action,1.0,1.0,0,0.0,509.0,6.234410725718371,208,0.768888888888889,0.7428602251699261
MOVIE,FILM,Sci-Fi,,DOCUMENTARY,History,0.0,1.0,1,0.5,4981.0,8.513586695822125,456,0.4933333333333333,0.4184328111679332
SERIES,SERIES,Drama,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,4824.0,8.481566013773087,215,0.7611111111111111,0.7429379619321216
MOVIE,FILM,Action,MOVIE,FILM,Action,1.0,1.0,2,1.0,680.0,6.523562306149512,33,0.9633333333333334,0.9874879507798642
SERIES,SERIES,Drama,MOVIE,FILM,Comedy,0.0,0.0,0,0.0,2025.0,7.613818684808629,182,0.7977777777777778,0.1260336804936636
DOCUMENTARY,DOCUMENTARY,History,MOVIE,FILM,Drama,0.0,0.0,0,0.0,3056.0,8.025189321890835,86,0.9044444444444444,0.17459824299127324
MOVIE,FILM,,MOVIE,FILM,Sci-Fi,1.0,1.0,0,0.0,996.0,6.904750769961838,2,0.9977777777777778,0.688568410673466
MOVIE,FILM,Sci-Fi,SERIES,SERIES,Drama,0.0,0.0,0,0.0,2424.0,7.793586803371584,785,0.12777777777777777,0.029682838592584988
SERIES,SERIES,Drama,SERIES,SERIES,Comedy,1.0,1.0,0,0.0,3266.0,8.09162741160107,413,0.5411111111111111,0.7278010892909166
MOVIE,FILM,Action,SERIES,SERIES,Action,0.0,0.0,2,1.0,,,560,0.37777777777777777,
SERIES,SERIES,Drama,DOCUMENTARY,DOCUMENTARY,History,0.0,0.0,0,0.0,2741.0,7.91644286012226,280,0.6888888888888889,0.14835155081992643
,DOCUMENTARY,History,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,1561.0,7.3537223303996315,349,0.6122222222222222,0.7249561309605738
MOVIE,FILM,Comedy,MOVIE,FILM,Action,1.0,1.0,0,0.0,,7.708859601047175,806,0.10444444444444445,0.6901035622466231
MOVIE,FILM,Sci-Fi,MOVIE,FILM,Comedy,1.0,1.0,0,0.0,2322.0,7.750614732770409,396,0.56,0.693318866744437
SERIES,SERIES,Drama,MOVIE,FILM,Drama,0.0,0.0,1,0.5,4248.0,8.354438940114811,899,0.0011111111111110628,0.18165486154394103
MOVIE,FILM,,MOVIE,FILM,Sci-Fi,1.0,1.0,1,0.5,4487.0,8.409162447202533,140,0.8444444444444444,0.8938726464450157
SERIES,SERIES,Drama,SERIES,SERIES,Drama,1.0,1.0,2,1.0,1490.0,7.307202314764738,30,0.9666666666666667,0.9961294620030696
DOCUMENTARY,DOCUMENTARY,History,SERIES,SERIES,Comedy,0.0,0.0,0,0.0,750.0,6.621405651764134,652,0.27555555555555555,0.0640160518999126
MOVIE,FILM,Comedy,,SERIES,Action,0.0,1.0,0,0.0,,7.4377951216719325,58,0.9355555555555556,0.41472271994143817
MOVIE,FILM,Sci-Fi,DOCUMENTARY,DOCUMENTARY,History,1.0,1.0,1,0.5,722.0,6.583409222158765,498,0.44666666666666666,0.7880259052674131
SERIES,SERIES,Drama,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,,6.672032945461067,29,0.9677777777777777,0.742005397128172
MOVIE,FILM,Action,MOVIE,FILM,Action,1.0,1.0,2,1.0,3031.0,8.016977746762262,175,0.8055555555555556,0.9716108917898172
SERIES,SERIES,Drama,MOVIE,FILM,Comedy,0.0,0.0,0,0.0,491.0,6.198478716492308,487,0.4588888888888889,0.08493949911501512
